,Price-Date,Close,High,Low,Open,Volume,Year,Month,Weekday,HL_PCT,PCT_change,Avg_Price
59,2007-12-07,5974.2998046875,6042.10009765625,5894.7998046875,5963.60009765625,0,2007,12,4,2.4988175654687703,0.17941691018911687,5970.39990234375
60,2007-12-10,5960.60009765625,6015.2998046875,5923.35009765625,5974.0,0,2007,12,0,1.5523260573038329,-0.22430368837880818,5966.416666666667
61,2007-12-11,6097.25,6111.2001953125,5960.39990234375,5960.39990234375,0,2007,12,1,2.530036498213019,2.2959885225559744,6056.283365885417
62,2007-12-12,6159.2998046875,6175.64990234375,6005.4501953125,6067.0498046875,0,2007,12,2,2.8340873955477615,1.5205083684779737,6113.466634114583
63,2007-12-13,6058.10009765625,6185.39990234375,6040.39990234375,6159.25,0,2007,12,3,2.4005033167379897,-1.6422438177334902,6094.63330078125
64,2007-12-14,6047.7001953125,6078.5498046875,6015.0498046875,6056.2001953125,0,2007,12,4,1.055685356927797,-0.14035203140376704,6047.099934895833
65,2007-12-17,5777.0,6039.9501953125,5740.60009765625,6037.9501953125,0,2007,12,0,5.214613325503505,-4.321834180001782,5852.516764322917
66,2007-12-18,5742.2998046875,5874.60009765625,5710.60009765625,5777.60009765625,0,2007,12,1,2.871852295651188,-0.6109853982983345,5775.833333333333
67,2007-12-19,5751.14990234375,5840.7998046875,5676.7001953125,5730.25,0,2007,12,2,2.8907570195534413,0.3647293284542559,5756.216634114583
68,2007-12-20,5766.5,5799.5,5742.75,5751.75,0,2007,12,3,0.9882025162160986,0.25644369105054987,5769.583333333333
69,2007-12-24,5985.10009765625,6001.0498046875,5771.2998046875,5771.2998046875,0,2007,12,0,3.9809056499437965,3.7045431740541277,5919.14990234375
70,2007-12-26,6070.75,6085.25,5988.4501953125,5988.4501953125,0,2007,12,2,1.6164416757322404,1.3743089113761142,6048.150065104167
71,2007-12-27,6081.5,6110.85009765625,6060.2001953125,6069.0,0,2007,12,3,0.8357793589546293,0.20596473883671115,6084.183430989583
72,2007-12-28,6079.7001953125,6098.60009765625,6021.89990234375,6079.5498046875,0,2007,12,4,1.2736876493521245,0.00247371318323677,6066.7333984375
73,2007-12-31,6138.60009765625,6167.75,6095.0,6095.0,0,2007,12,0,1.1936013125512714,0.715342045221493,6133.783365885417
74,2008-01-01,6144.35009765625,6165.35009765625,6109.85009765625,6136.75,0,2008,1,1,0.9083692580492263,0.12384564559824011,6139.85009765625
75,2008-01-02,6179.39990234375,6197.0,6060.85009765625,6144.7001953125,0,2008,1,2,2.2463829355621185,0.5647095208602815,6145.75
76,2008-01-03,6178.5498046875,6230.14990234375,6126.39990234375,6184.25,0,2008,1,3,1.6934904944796179,-0.09217278267372762,6178.366536458333
77,2008-01-04,6274.2998046875,6300.0498046875,6179.10009765625,6179.10009765625,0,2008,1,4,1.9574000278313433,1.5406726793009797,6251.14990234375
78,2008-01-07,6279.10009765625,6289.7998046875,6193.35009765625,6271.0,0,2008,1,0,1.5573107528306767,0.12916755950007971,6254.083333333333
79,2008-01-08,6287.85009765625,6357.10009765625,6221.60009765625,6282.4501953125,0,2008,1,1,2.1778963268797114,0.08595217114142835,6288.85009765625
80,2008-01-09,6272.0,6338.2998046875,6231.25,6287.5498046875,0,2008,1,2,1.7179507271815446,-0.24731103801209328,6280.5166015625
81,2008-01-10,6156.9501953125,6347.0,6142.89990234375,6278.10009765625,0,2008,1,3,3.322536601619994,-1.9297223755476256,6215.61669921875
82,2008-01-11,6200.10009765625,6224.2001953125,6112.5498046875,6166.64990234375,0,2008,1,4,1.8265763747132044,0.5424370742984231,6178.950032552083
83,2008-01-14,6206.7998046875,6244.14990234375,6172.0,6208.7998046875,0,2008,1,0,1.1689874002551848,-0.03221234478344827,6207.64990234375
84,2008-01-15,6074.25,6260.4501953125,6053.2998046875,6226.35009765625,0,2008,1,1,3.4221069054697857,-2.4428452507594165,6129.333333333333
85,2008-01-16,5935.75,6065.0,5825.75,6065.0,0,2008,1,2,4.106767369008282,-2.131079967023908,5942.166666666667
86,2008-01-17,5913.2001953125,6013.14990234375,5880.2998046875,5937.9501953125,0,2008,1,3,2.259240210003376,-0.41681050170373596,5935.549967447917
87,2008-01-18,5705.2998046875,5908.75,5677.0,5907.75,0,2008,1,4,4.082261757970759,-3.4268578614954937,5763.683268229167
88,2008-01-21,5208.7998046875,5705.0,4977.10009765625,5705.0,0,2008,1,0,14.62498017041134,-8.69763707822086,5296.966634114583
89,2008-01-22,4899.2998046875,5203.35009765625,4448.5,5203.35009765625,0,2008,1,1,16.968643310245028,-5.843356438877785,4850.38330078125
90,2008-01-23,5203.39990234375,5328.0498046875,4891.60009765625,4903.0498046875,0,2008,1,2,8.922432298592224,6.125781087703902,5141.0166015625
91,2008-01-24,5033.4501953125,5357.2001953125,4995.7998046875,5208.0,0,2008,1,3,7.234084726251486,-3.3515707505280337,5128.816731770833
92,2008-01-25,5383.35009765625,5399.25,5035.0498046875,5035.0498046875,0,2008,1,4,7.233298764461855,6.917514353969081,5272.549967447917
93,2008-01-28,5274.10009765625,5380.9501953125,5071.0,5380.9501953125,0,2008,1,0,6.11221051690988,-1.9857105860100726,5242.016764322917
94,2008-01-29,5280.7998046875,5391.60009765625,5225.25,5279.5498046875,0,2008,1,1,3.183581601956844,0.02367626116321841,5299.216634114583
95,2008-01-30,5167.60009765625,5314.2998046875,5142.25,5283.75,0,2008,1,2,3.3458078601293204,-2.198247501182872,5208.049967447917
96,2008-01-31,5137.4501953125,5251.64990234375,5071.14990234375,5172.25,0,2008,1,3,3.559350511736554,-0.6728175298467785,5153.416666666667
97,2008-02-01,5317.25,5339.9501953125,5090.75,5140.60009765625,0,2008,2,4,4.895156810145853,3.4363673304268474,5249.316731770833
98,2008-02-04,5463.5,5545.2001953125,5315.5498046875,5315.5498046875,0,2008,2,0,4.320350651638774,2.783346986647188,5441.416666666667
99,2008-02-05,5483.89990234375,5500.60009765625,5412.9501953125,5463.75,0,2008,2,1,1.6192630484509714,0.3687925388927019,5465.816731770833
100,2008-02-06,5322.5498046875,5470.39990234375,5257.0498046875,5470.39990234375,0,2008,2,2,4.058361734865329,-2.702729239098311,5349.999837239583
101,2008-02-07,5133.25,5344.60009765625,5113.85009765625,5322.5498046875,0,2008,2,3,4.512255846250871,-3.556562392723618,5197.2333984375
102,2008-02-08,5120.35009765625,5173.85009765625,5034.25,5132.10009765625,0,2008,2,4,2.773006856160302,-0.22895110727411652,5109.4833984375
103,2008-02-11,4857.0,5126.39990234375,4803.60009765625,5120.5498046875,0,2008,2,0,6.719955827401181,-5.146904429017346,4929.0
104,2008-02-12,4838.25,4949.60009765625,4820.4501953125,4877.85009765625,0,2008,2,1,2.679208312728506,-0.8118350679795876,4869.433430989583
105,2008-02-13,4929.4501953125,4986.5498046875,4836.5498046875,4836.5498046875,0,2008,2,2,3.1013843764127604,1.9207988003134497,4917.5166015625
106,2008-02-14,5202.0,5220.25,4944.64990234375,4944.64990234375,0,2008,2,3,5.5737029536836635,5.204617166814313,5122.299967447917
107,2008-02-15,5302.89990234375,5315.39990234375,5104.75,5202.85009765625,0,2008,2,4,4.126546889539155,1.9229807280546074,5241.0166015625
108,2008-02-18,5276.89990234375,5348.60009765625,5224.0,5304.4501953125,0,2008,2,0,2.3851473517658883,-0.5193807454935851,5283.166666666667
109,2008-02-19,5280.7998046875,5368.4501953125,5262.0,5278.39990234375,0,2008,2,1,2.0229987706670465,0.045466474464816116,5303.75
110,2008-02-20,5154.4501953125,5267.14990234375,5116.2998046875,5267.14990234375,0,2008,2,2,2.9484217777473227,-2.139671532437333,5179.299967447917
111,2008-02-21,5191.7998046875,5241.35009765625,5120.0498046875,5156.89990234375,0,2008,2,3,2.3691233014510393,0.6767612907880645,5184.39990234375
112,2008-02-22,5110.75,5184.0,5092.7998046875,5183.39990234375,0,2008,2,4,1.7907673344740114,-1.4015878325517637,5129.183268229167
113,2008-02-25,5200.7001953125,5212.35009765625,5055.14990234375,5112.25,0,2008,2,0,3.10970393260972,1.7301617744143967,5156.066731770833
114,2008-02-26,5270.0498046875,5281.2001953125,5200.7998046875,5200.7998046875,0,2008,2,1,1.545923581840909,1.3315259690939214,5250.683268229167
115,2008-02-27,5268.39990234375,5368.14990234375,5249.75,5271.39990234375,0,2008,2,2,2.255343632434878,-0.05691087862004458,5295.433268229167
116,2008-02-28,5285.10009765625,5302.85009765625,5227.14990234375,5266.35009765625,0,2008,2,3,1.4482116780036773,0.35603405873727517,5271.700032552083
117,2008-02-29,5223.5,5290.7998046875,5098.35009765625,5285.0,0,2008,2,4,3.77474483597587,-1.163670766319773,5204.216634114583
118,2008-03-03,4953.0,5222.7998046875,4936.0498046875,5222.7998046875,0,2008,3,0,5.809301189134863,-5.165807895706681,5037.283203125
119,2008-03-04,4864.25,4976.7001953125,4812.9501953125,4958.5498046875,0,2008,3,1,3.402279129326579,-1.9017617731368741,4884.633463541667
120,2008-03-05,4921.39990234375,4936.75,4847.25,4866.85009765625,0,2008,3,2,1.8464077569756048,1.1208441516160481,4901.799967447917
121,2008-03-07,4771.60009765625,4918.2998046875,4672.25,4918.2998046875,0,2008,3,4,5.266195188346086,-2.9827320996461912,4787.38330078125
122,2008-03-10,4800.39990234375,4814.9501953125,4620.5,4767.7998046875,0,2008,3,0,4.208423229358295,0.6837555894062279,4745.283365885417
123,2008-03-11,4865.89990234375,4888.5,4732.85009765625,4796.2998046875,0,2008,3,1,3.2887139700627586,1.4511206657312938,4829.083333333333
124,2008-03-12,4872.0,5019.2001953125,4854.75,4869.75,0,2008,3,2,3.387408111900716,0.04620360388110272,4915.316731770833
125,2008-03-13,4623.60009765625,4868.7998046875,4580.14990234375,4868.7001953125,0,2008,3,3,6.3021933451575975,-5.0341998443902565,4690.849934895833
126,2008-03-14,4745.7998046875,4758.9501953125,4607.5498046875,4623.7998046875,0,2008,3,4,3.2859197847622292,2.6385225388936444,4704.099934895833
127,2008-03-17,4503.10009765625,4745.4501953125,4482.10009765625,4745.4501953125,0,2008,3,0,5.875596080372218,-5.106999076623764,4576.883463541667
128,2008-03-18,4533.0,4617.9501953125,4468.5498046875,4519.89990234375,0,2008,3,1,3.3433753041821146,0.28983158785125024,4539.833333333333
129,2008-03-19,4573.9501953125,4718.39990234375,4533.89990234375,4534.75,0,2008,3,2,4.069344360792455,0.8644400532002867,4608.75
130,2008-03-24,4609.85009765625,4649.4501953125,4539.7998046875,4576.7998046875,0,2008,3,0,2.415313347337083,0.7221266906824352,4599.700032552083
131,2008-03-25,4877.5,4896.7998046875,4616.7998046875,4616.7998046875,0,2008,3,1,6.0648070491536625,5.646772793739237,4797.033203125
132,2008-03-26,4828.85009765625,4912.2998046875,4808.64990234375,4878.7001953125,0,2008,3,2,2.1554886391964354,-1.021790552002897,4849.933268229167
133,2008-03-27,4830.25,4863.75,4769.60009765625,4828.7998046875,0,2008,3,3,1.973957992621114,0.030032210303940123,4821.200032552083
134,2008-03-28,4942.0,4970.7998046875,4796.35009765625,4830.0,0,2008,3,4,3.637134560225187,2.318840579710145,4903.049967447917
135,2008-03-31,4734.5,4947.0,4703.85009765625,4942.14990234375,0,2008,3,0,5.169167751857194,-4.201610765494482,4795.11669921875
136,2008-04-01,4739.5498046875,4800.75,4628.75,4735.64990234375,0,2008,4,1,3.7159060221442073,0.08235199865217814,4723.0166015625
137,2008-04-02,4754.2001953125,4916.75,4741.39990234375,4741.39990234375,0,2008,4,2,3.6982769069863024,0.26996864285635574,4804.11669921875
138,2008-04-03,4771.60009765625,4833.25,4738.2001953125,4753.89990234375,0,2008,4,3,2.00603184267167,0.3723299959213175,4781.016764322917
139,2008-04-04,4647.0,4791.7001953125,4632.7001953125,4766.7001953125,0,2008,4,4,3.4321236707888154,-2.511175245093269,4690.466796875
140,2008-04-07,4761.2001953125,4798.5498046875,4628.7998046875,4631.35009765625,0,2008,4,0,3.667257327225457,2.803720187812236,4729.5166015625
141,2008-04-08,4709.64990234375,4769.5498046875,4677.7998046875,4760.64990234375,0,2008,4,1,1.9613921892950557,-1.0712823048569864,4718.999837239583
142,2008-04-09,4747.0498046875,4758.25,4667.5,4707.0498046875,0,2008,4,2,1.9442956614890199,0.8497891813289533,4724.2666015625
143,2008-04-10,4733.0,4799.5,4720.89990234375,4747.5498046875,0,2008,4,3,1.6649388735657793,-0.30646976411146293,4751.13330078125
144,2008-04-11,4777.7998046875,4817.39990234375,4727.25,4734.35009765625,0,2008,4,4,1.9070263333597757,0.9177544147561008,4774.14990234375
145,2008-04-15,4879.64990234375,4917.10009765625,4708.2998046875,4779.9501953125,0,2008,4,1,4.434728068099489,2.0857896621814467,4835.0166015625
146,2008-04-16,4887.2998046875,4951.39990234375,4874.0498046875,4881.64990234375,0,2008,4,2,1.586977990702114,0.11573755711234844,4904.249837239583
147,2008-04-17,4958.39990234375,4984.9501953125,4889.64990234375,4890.60009765625,0,2008,4,3,1.949020786193094,1.3863289439672666,4944.333333333333
148,2008-04-21,5037.0,5053.39990234375,4955.89990234375,4955.89990234375,0,2008,4,0,1.9673520838039966,1.636435344828011,5015.433268229167
149,2008-04-22,5049.2998046875,5074.25,4994.0498046875,5037.0498046875,0,2008,4,1,1.605915007840385,0.24319791296484894,5039.199869791667
150,2008-04-23,5022.7998046875,5083.5,5003.5498046875,5044.35009765625,0,2008,4,2,1.5978694813350287,-0.42721644119750696,5036.616536458333
151,2008-04-24,4999.85009765625,5072.7001953125,4991.35009765625,5022.89990234375,0,2008,4,3,1.6298215125091897,-0.45889436651414584,5021.300130208333
152,2008-04-25,5111.7001953125,5117.7001953125,4999.14990234375,4999.14990234375,0,2008,4,4,2.3714090452292718,2.251388639416135,5076.183430989583
153,2008-04-28,5089.64990234375,5147.4501953125,5079.14990234375,5112.5,0,2008,4,0,1.3447189841204166,-0.4469456754278729,5105.416666666667
154,2008-04-29,5195.5,5210.89990234375,5082.14990234375,5092.39990234375,0,2008,4,1,2.5333766707791123,2.0245876135689724,5162.849934895833
155,2008-04-30,5165.89990234375,5230.75,5155.85009765625,5198.35009765625,0,2008,4,2,1.45271683476209,-0.624240282068163,5184.166666666667
156,2008-05-02,5228.2001953125,5298.85009765625,5197.60009765625,5265.2998046875,0,2008,5,4,1.9480144316154024,-0.7046058296997942,5241.550130208333
157,2008-05-05,5192.25,5254.5,5182.60009765625,5227.25,0,2008,5,0,1.3873326320559753,-0.6695681285570807,5209.783365885417
158,2008-05-06,5144.64990234375,5206.5,5110.89990234375,5192.35009765625,0,2008,5,1,1.8705139893741576,-0.9186629255610318,5154.0166015625
159,2008-05-07,5135.5,5159.0498046875,5101.25,5156.7001953125,0,2008,5,2,1.13305179490321,-0.411119407945632,5131.933268229167
160,2008-05-08,5081.7001953125,5143.0498046875,5062.4501953125,5135.7998046875,0,2008,5,3,1.5921067124695865,-1.0533823636509878,5095.7333984375
161,2008-05-09,4982.60009765625,5087.64990234375,4969.39990234375,5070.85009765625,0,2008,5,4,2.3795629718636446,-1.7403393573158317,5013.216634114583
162,2008-05-12,5012.64990234375,5021.75,4913.7998046875,4981.0,0,2008,5,0,2.1968781717464627,0.6354126148112829,4982.733235677083
163,2008-05-13,4957.7998046875,5066.0,4943.75,5008.60009765625,0,2008,5,1,2.472819216182048,-1.0142613101118165,4989.183268229167
164,2008-05-14,5011.75,5026.10009765625,4932.0498046875,4958.4501953125,0,2008,5,2,1.9069209901198296,1.0749287093351725,4989.966634114583
165,2008-05-15,5115.25,5118.5498046875,4999.60009765625,5010.89990234375,0,2008,5,3,2.3791844289108672,2.0824622261450942,5077.799967447917
166,2008-05-16,5157.7001953125,5167.39990234375,5106.39990234375,5115.64990234375,0,2008,5,4,1.1945793742476387,0.8219931733304215,5143.833333333333
167,2008-05-20,5104.9501953125,5160.0498046875,5072.39990234375,5157.0,0,2008,5,1,1.7279769740404447,-1.0093039497285243,5112.466634114583
168,2008-05-21,5117.64990234375,5135.5498046875,5048.7001953125,5105.7001953125,0,2008,5,2,1.7202370118082295,0.23404639078144313,5100.63330078125
169,2008-05-22,5025.4501953125,5118.89990234375,5010.7001953125,5117.0,0,2008,5,3,2.1593729980586467,-1.7891304414207543,5051.683430989583
170,2008-05-23,4946.5498046875,5059.0498046875,4940.7001953125,5026.5498046875,0,2008,5,4,2.3954015563883932,-1.5915489373127496,4982.099934895833
171,2008-05-26,4875.0498046875,4953.60009765625,4858.0,4953.60009765625,0,2008,5,0,1.9678900299763276,-1.5857213222745887,4895.549967447917
172,2008-05-27,4859.7998046875,4932.0,4846.2001953125,4877.14990234375,0,2008,5,1,1.7704552273859857,-0.3557425546406167,4879.333333333333
173,2008-05-28,4918.35009765625,4926.89990234375,4835.64990234375,4862.7001953125,0,2008,5,2,1.8870266012387047,1.1444238819698338,4893.63330078125
174,2008-05-29,4835.2998046875,4957.39990234375,4801.89990234375,4926.2998046875,0,2008,5,3,3.2383015715113572,-1.8472282160621074,4864.866536458333
175,2008-05-30,4870.10009765625,4908.85009765625,4833.4501953125,4844.0498046875,0,2008,5,4,1.5599602622754474,0.5377792140688067,4870.800130208333
176,2008-06-02,4739.60009765625,4908.7998046875,4713.0,4869.25,0,2008,6,0,4.154462225493316,-2.66262570916979,4787.13330078125
177,2008-06-03,4715.89990234375,4739.2998046875,4634.0,4739.2998046875,0,2008,6,1,2.2723307010681917,-0.4937417616122503,4696.39990234375
178,2008-06-04,4585.60009765625,4731.5,4564.5,4718.7001953125,0,2008,6,2,3.6586701719794066,-2.820694092590795,4627.200032552083
179,2008-06-05,4676.9501953125,4690.60009765625,4536.25,4586.9501953125,0,2008,6,3,3.402592398043538,1.9620880142098094,4634.60009765625
180,2008-06-06,4627.7998046875,4746.2998046875,4614.25,4680.5498046875,0,2008,6,4,2.861782623124018,-1.127004352077862,4662.783203125
181,2008-06-09,4500.9501953125,4626.4501953125,4411.60009765625,4626.4501953125,0,2008,6,0,4.870117256783845,-2.712662942468419,4513.000162760417
182,2008-06-10,4449.7998046875,4522.5498046875,4369.7998046875,4522.0,0,2008,6,1,3.495583478129696,-1.5966429746240602,4447.383138020833
183,2008-06-11,4523.60009765625,4541.0498046875,4468.0498046875,4469.64990234375,0,2008,6,2,1.6338224324047277,1.2070340293142454,4510.89990234375
184,2008-06-12,4539.35009765625,4550.0,4392.0,4524.39990234375,0,2008,6,3,3.5974499089253187,0.33043487833061425,4493.783365885417
185,2008-06-13,4517.10009765625,4563.35009765625,4491.35009765625,4539.5,0,2008,6,4,1.6030814439865693,-0.4934442635477475,4523.933430989583
186,2008-06-16,4572.5,4617.7001953125,4536.2998046875,4536.2998046875,0,2008,6,0,1.7944226380471244,0.7980115263786844,4575.5
187,2008-06-17,4653.0,4664.0498046875,4561.75,4572.5,0,2008,6,1,2.2425561393653752,1.7605248769819573,4626.2666015625
188,2008-06-18,4582.39990234375,4679.75,4569.89990234375,4652.7998046875,0,2008,6,2,2.4037746997458638,-1.513065364919098,4610.683268229167
189,2008-06-19,4504.25,4585.7001953125,4488.9501953125,4582.5498046875,0,2008,6,3,2.1552923465497416,-1.7086514718815924,4526.300130208333
190,2008-06-20,4347.5498046875,4532.0,4333.60009765625,4504.2001953125,0,2008,6,4,4.578177447684918,-3.477873625333646,4404.38330078125
191,2008-06-23,4266.39990234375,4351.14990234375,4225.5,4351.14990234375,0,2008,6,0,2.973610279108981,-1.9477609804789613,4281.0166015625
